ID,YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY,DAMAGE_TOTAL_DESCRIPTION,HOUSES_TOTAL_DESCRIPTION,DEATHS_TOTAL_DESCRIPTION,URL,COMMENTS,eq,distance_to_city,city_name,city_pop,water_temp_change
5444,2001,1.0,13.0,17.0,33.0,13.049,-88.66,EL SALVADOR,EL SALVADOR,West Coast of North and Central America,Earthquake,Probable Tsunami,7.7,60.0,,Extreme (~$25 million or more),Very Many (~1001 or more houses),Many (~101 to 1000 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5444,The 2001 tsunami was observed by the people working at ports. (reference #9765),1.0,87.52763904682494,Salvador,3839076,4.771
2396,2002,3.0,31.0,6.0,52.0,24.279,122.179,TAIWAN,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.1,33.0,,Moderate (~$1 to $5 million),Some (~51 to 100 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2396,"Waveheights of 18.5-27.3 cm detected in 5 stations at Eastern Taiwan. Li et al. 2006 (Lin, 2006). (reference #8575)",1.0,104.58923789698896,Taibei,2721485,5.392
2399,2002,9.0,13.0,22.0,28.0,13.036,93.068,"ANDAMAN ISLANDS, INDIA",INDIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,6.5,21.0,,Moderate (~$1 to $5 million),Few (~1 to 50 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2399,A local tsunami damaged several shops at Ariel Bay on Middle Andaman and a lighthouse on East Island. The tsunami was observed on Ross and Smith Islands. (reference #1053),1.0,532.7725381638397,Yangon,5331800,5.392
2398,2002,9.0,8.0,18.0,44.0,-3.26,142.94,BISMARCK SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.6,13.0,1.08,Severe (~>$5 to $24 million),Few (~1 to 50 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2398,"<P><blockquote><i>Reference #2661:</i></blockquote>
<P>A moderate tsunami followed about 15 minutes after the earthquake. Run up heights on open coast were generally less than 1 m, but reached 1.5 m at Kauk and an estimated 
3-4 m in west-facing bays on the islands, and on the mainland coast immediately east of Boiken.
The higher run-up in the west-facing bays was a funneling effect. In both Victoria Bay and Mushu Bay, the larger of the west-facing bays on Mushu Island, observers saw the water circulate counter clockwise around the perimeter of the bay, and reach maximum height in the eastern extremity of each bay. Logs were washed ashore amongst the houses at Buruwan on Victoria Bay and 50 m of land was inundated. Logs, coral and a moored dinghy were washed ashore in Mushu Bay. The reason for the higher run-up east of Boiken is less clear, but perhaps was due to the funneling of the tsunami between the coast and the islands. Tsunami effects were observed as far east as Murik Lakes; where water washed through the villages at ankle depth. The villages are on a low sand bar. In the west, a repeated rising and falling of the water level in the Aitape River of the order of 1 m above normal water level was observed at 6.45 to 7 am. In Wewak too, there was a fluctuation of the sea level at 6:45-7 am, the water draining out into the bay then returning passively to flood across the road, before subsiding to normal level. The drop in sea level was estimated to be 2 m, and the rise above normal sea level, 1.5-2 m. The fluctuations at 6:45 am appear to have been a second and discrete tsunami event.
<P><blockquote><i>Reference #11914:</i></blockquote>
<P>It is notable that the amplitude and effects of the tsunami  were greatest in the Boiken - Muschu Is. - Kairiru Is. area, about 70-80 km from the epicenter of the main earthquake and about 20-30km from the location of the CMT. In the area of maximum damage from earthquake shaking, between Boiken and the mouth of Hawain River, the tsunami was reported to have had turbulent, violent flow. At Victoria Bay at the eastern end of Kairiru Island, the tsunami was observed to approach from the southwest and swirled along the cost with an anti-clockwise motion depositing large logs and other debris. At these locations and on both northern and southern coasts of Muschu Island houses were swept away by the tsunami. These observations indicate that source of the tsunami was in this same general area, ie., the Boiken - Muschu Is. - Kairiru Is. area.
<P>2002, September 8, 18:44:25.53 UTC. 3.260 South,  142.940 East, depth 13.0 km, 7.6 Mw HRV. (reference #9910)
<P>2002, September 08, 18:44:25.38 UTC. 3.353 South,	143.014	East, depth 13 km, 7.59 Mw.
 (reference #10476)",1.0,2230.526774312433,General Santos City,652723,4.089
5532,2002,11.0,4.0,,,-44.7,169.2,ALBERT TOWN,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Landslide,Event that only caused a seiche or disturbance in an inland river,,,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5532,"<P><blockquote><i>Reference #5324:</i></blockquote>
<P>Source time: 14:00 (UTC).
<P>Source location: Near Albert Town, on Clutha river.
<P>The slipping of apart of the bank of the Clutha River,  15 m high and 60 m long , near the Albert Town Bidge and Lake Wanaka Outlet walking track,  caused sloshing of the water in the river. Woman on opposite bank had water up to knees and forced to retreat. (Southland Times 5 November 2002)",0.0,989.3926664307643,Auckland,1606564,4.089
2397,2002,1.0,2.0,17.0,22.0,-17.6,167.856,VANUATU ISLANDS,VANUATU,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.2,21.0,-4.14,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2397,"On January 3, 2002 (UTC 2002/01/02 17:22:50, 04:22 am local time), a magnitude Mw 7.1 earthquake, the largest recorded so far in the vicinity, struck Port Vila, Efate, Vanuatu. It was located only 50 km west of Port Vila and at the shallow depth of 21 km below the sea floor. Fifteen minutes after the main shock, a tsunami struck Port Vila Harbour. The event was followed that same night by a large aftershock (Mw 6.4) which also produced a tsunami, though much smaller in size. A tsunami of appreciable size was generated with the earthquake, but was fortunately small enough, given the extremely low tide at the time, not to cause any significant flooding above Highest Astronomical Tide (HAT) level. Had it struck at high tide, much flooding, damage and perhaps loss of life could have
resulted. Although the tsunami only registered on the tide gauge as having a crest to trough amplitude of 0.8 m, eyewitness accounts in different parts of the harbour put the maximum effect at around 3.0 m, nearly four times that of the height recorded on the water level gauge. (reference #2660)",1.0,1874.0060250806366,Brisbane,2406182,4.089
2394,2002,3.0,5.0,21.0,16.0,6.033,124.249,"MINDANAO ISLAND, PHILIPPINES",PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.5,31.0,,Moderate (~$1 to $5 million),,Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2394,"Small-level, local tsunamis affecting the towns of Palimbang in Sultan Kudarat province, and Maitum and Kiamba in Sarangani province, were generated by the 2116 UTC 5 March 2002 earthquake in the southern Philippines... Credible re-ports from residents in coastal towns and villages observed the sea receding 50-150 meters from the shore almost immediately after the earthquake. A 150-m recession and estimated 3-m high wave, was reported by General Magsino, a participant in the US-RP Balikatan Exercise, who ordered everyone to immediately evacuate to high ground. Two boats were damaged when the waves returned after a few minutes. In Maitum, the sea receded 300 m from the shore and the onrushing waves destroyed a pump boat; dead fish were observed soon after. In Kiamba, the sea receded 5-8 m and then rose back again, and people fled to the mountain. Subsequent tsunami modelling in collaboration with JICA expert Dr. Yuchiro Tanioka predicted 3-m high tsunami in Palimbang followed by a recession a minute after the earthquake, which were consistent with eyewitness accounts and damage reports. (reference #3610)",1.0,102.51958090884214,General Santos City,652723,5.392
2400,2002,10.0,10.0,10.0,50.0,-1.757,134.297,IRIAN JAYA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Very Doubtful Tsunami,7.6,10.0,2.82,Severe (~>$5 to $24 million),Many (~101 to 1000 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2400,"Reference #1053 stated ""Many houses were flooded by a local tsunami with estimated wave heights of 3 to 5 meters at Oransbari and Ransiki and 1 meter at Manokwari.""; but reference #3807 stated ""Based on correspondence with Gegar Sapta Prasetya of the Agency for Marine Fisheries Research, Indonesia Ministry of Marine Affairs and Fisheries, and Dr. Fauzi Rades, National Earthquake Center Coordinator at Indonesia's Meteorological and Geophysical Agency, no formal report of a tsunami occurrence will be prepared in response to the devastating October 10, 2002 earthquake in the Irian Jaya Region. According to Dr. Prasetya, subsidence along the coast was the probable cause of the coastal flooding found along the Oransbari coast. In addition, his staff sent to the area to investigate had no reports from people in Biak and Jayapura that they had experienced a tsunami.""",1.0,1336.4106028653057,General Santos City,652723,4.089
5717,2002,3.0,24.0,,,36.45,28.2,DODECANESE ISLANDS,GREECE,Mediterranean Sea,Unknown,Probable Tsunami,,,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5717,"Sea-waves 34m high were reported along the coastal zone of the city of Rhodes, during the evening of 24 March 2002 (local press reports, 25 March 2002). Unfortunately, the tidegauge of the Rhodes port authority was not in operation at that time and, therefore, the waves were not instrumentally recorded.
<P>As for the origin of the tsunami it is worth noting that no earthquake was recorded before or after its occurrence in the broad region of Rhodes, which may exclude seismicity as a possible triggering agent of the waves. In addition, according to the National Meteorological Survey of Greece the wind intensity did not exceed degree 6 in Beaufort scale, which may exclude the case of a storm surge. One possible explanation is that aseismic submarine slides may have caused the waves. This is in accordance with that local fishermen reported to the author that the days after the event they realized a significant increase of the sea depth at about 1 km offshore of the coast where the waves were observed.
<P>(all above from reference #2840)",0.0,166.67912719526853,Denizli,644782,5.392
2923,2002,12.0,30.0,13.0,15.0,38.789,15.213,STROMBOLI ISLAND,ITALY,Mediterranean Sea,Volcano and Landslide,Definite Tsunami,,,5.0,Moderate (~$1 to $5 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2923,"Two large slides with a total volume about 17 million cubic meters occurred on December 30. It generated a tsunami that ""caused severe destruction in the [Stromboli] island, produced some damage in the Aeolian archipelago, and was observed in several coastal places in the south-Tyrrhenian sea"" (Reference #2439).
<P>On 30 December at 1315 and 1322 two landslides suddenly formed along the Sciara del Fuoco. As they traveled down the volcano's flank they produced wet, fine ashfall (less than 0.1 mm in size) on the island's SE side. The first landslide had a volume of about 600,000 m3, the second about 5,000,000 m3, and they both reached the sea. Upon contact with the sea the landslides produced two tsunamis with waves that were several meters high. The tsunamis injured few people, and damaged buildings and boats in the villages of Stromboli and Ginostra. Large waves were reported as far away as the town of Milazzo, on Sicily's N coast, 60 km S of Stromboli... According to several news articles, volcanic activity at Stromboli on 30 December caused a landslide, which entered the sea and generated a tsunami. The articles stated that in the small village of Ginostra, waves injured six people, and damaged homes and boats. Residents and tourists were evacuated to nearby Sicily. (reference #2432)
<P>During the last months of 2002 Stromboli was dominated by an intense explosive activity that lasted till December 28. On that day Stromboli started a new effusive phase that compromised the stability of the Sciara del Fuoco flank leading to the landslides of December 30. It has been ascertained that two different landslides occurred in that day. The first one occurred at 13:15 and it was mainly a submarine one, whereas the second one, occurred 7-8 min later and produced a subaerial scar on the Sciara del Fuoco at a height of 500 m a.s.l., for a volume of about 7-8 million cubic meters. The mass moved by the first landslide was much greater than the sub-aerial one, and bathymetric surveys revealed that the total volume of the material moved by the two slides was about 20 million cubic meters. According to Tinti both landslides produced tsunami waves: the first event was characterized by a first negative sea movement, while the second produced a positive wave. The submarine slide caused a sea level lowering of about 10-15 m at the foot of the Sciara, immediately propagating in both directions, northward towards Piscità and southward towards Ginostra. A destructive tsunami, starting with an initial slow withdrawal, violently invested the northern coasts of  the island with three-four big waves. It has been ascertained that within a few minutes the water invaded Ficogrande beach, and attacked Punta Lena and Scari producing severe damage. The second tsunami was generated around 13:22 by a subaerial mass failure. Only a few people were able to distinguish the arrival of the second tsunami and to recognize the positive leading wave, while most considered it as the continuation of the first. Several field surveys were undertaken soon after the event both in the near and far-field. The strongest tsunami effects were observed at Stromboli. In the beach called Spiaggia Longa (north-eastern coast) the highest value of runup (10.90 m) was measured. At Piscità the buildings located near the shore were seriously damaged. (reference #4139)",0.0,143.23983296772224,Catania,585877,5.392
2395,2002,3.0,26.0,3.0,45.0,23.346,124.09,JAPAN,JAPAN,Japan,Earthquake,Probable Tsunami,6.4,33.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2395,,1.0,317.7647404357924,Taibei,2721485,5.392
2429,2003,11.0,17.0,6.0,43.0,51.146,178.65,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.8,33.0,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2429,"On November 17, 2003, at 06:43:06.8 UTC, a magnitude 7.8 Mw earthquake in the Rat Islands, Aleutian Islands, Alaska, generated a small tsunami that was observed in Alaska, Hawaii, California, Oregon, Kiribati, and Chile. It was large enough to trigger the D171 deep ocean bottom pressure gauge located in the North Pacific Ocean.",1.0,2934.2033459606314,Sapporo,2669680,5.909
2406,2003,9.0,25.0,19.0,50.0,41.815,143.91,HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,8.3,27.0,,Extreme (~$25 million or more),,Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2406,"<P><blockquote><i>Reference #1053:</i></blockquote>
<P>A tsunami was generated with a maximum wave height of
4 meters along the southeastern coast of Hokkaido.
<P><blockquote><i>Reference #3819:</i></blockquote>
<P>26 September, 2003. A large Tokachi-oki earthquake occurred at the southern coast of Hokkaido, Japan. The earthquake generated large tsunamis causing damage along the southern coast of Hokkaido. The largest tsunami height was 4 m to the east of Cape Erimo, around Bansei-onsen, and locally at Mabiro. The large tsunamis arrived at the Pacific side of the coast of Hokkaido and Tohoku about 2-3 hours after the time of the high tide. In general, the tsunami run-up heights were gradually decreased to the east and to the west away from those two places except Mabiro where the large tsunami height about 4 m is locally observed. The tsunamis generated by the 2003 Tokachi-oki earthquake were observed at tide gauges in eastern Hokkaido and the northern Tohoku regions. The large later phase observed at the tide gauge in Urakawa is the edge wave propagating from Cape Erimo along the west coast of the Hidaka area.
<P><blockquote><i>Reference #3819:</i></blockquote>
At the Tokachi harbor, several cars parked at the quays were washed away by the tsunami. Tokachi harbor was one of the regions most damaged by the tsunami. At thirty survey points in Tokachi harbor, tsunami heights were 2.4-3.2m; these were mostly measured from water lines marked along the buildings or constructions by the tsunami.
<P>The Ootsu harbor is one of the regions most damaged by the tsunami. Several ships collided or were washed away by the tsunamis. The most intensive tsunami survey was conducted in this region. At the northeastern end of the harbor, the tsunami heights were measured from water level lines left by the tsunami on the buildings and other structures. The tsunami heights in the Ootsu harbor ranged 1.8-3.3m, but mostly 2.4-2.9 m.
<P>2003.9.25, Hokkaido Japan event has 1 death and 1 missing. (from Kyodo News of Japan, 2005, in Japanese). (reference #12372)
<P>Injury. Hokkaido:  Two people missing [In the vicinity of the mouth of the Tokachi River in Toyoko Town, two anglers (69-year-old male, 66-year old male Sex) is missing (a fire awakening around 16:00 on 26th)], 847 injured people (severe injury 68 people, minor injuries 779 people); Aomori Prefecture: Injured person 1 person (seriously injured 1 person); Iwate Prefecture: Injured person 1 person (slight injury 1 person). (reference #12373)",1.0,251.78324994544295,Sapporo,2669680,5.909
2428,2003,10.0,31.0,1.0,6.0,37.812,142.619,E. HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.0,10.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2428,"A small
tsunami with a maximum wave height of 32 cm was
recorded along the Tohoku coast. 
<br>(reference #1053)",1.0,161.72261747627013,Sendai,2327417,5.909
2694,2003,7.0,12.0,,,16.722,-62.18,SOUFRIERE HILLS VOLCANO,MONTSERRAT,Caribbean Sea,Volcano,Definite Tsunami,,,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2694,"At 11:35 pm local time, July 12, a lava dome collapsed at the Soufriere Hills Volcano in Montserrat. The large pyroclastic flow generated a tsunami recorded in Montserrat and Guadeloupe. Field surveys were conducted in 2003 by the Montserrat Volcano Observatory and reported in Pelinovsky et. al (Reference #1705). Another group of surveys were conducted that detailed the tsunami effects. Please refer to the runup data for additional details.",0.0,460.22494041128914,San Juan,2448417,5.909
2953,2003,8.0,21.0,12.0,12.0,-45.104,167.144,SOUTH ISLAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Definite Tsunami,7.2,28.0,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2953,"A small tsunami with a maximum wave height (peak-to-trough) of                                                                     30 cm was recorded at Jackson Bay in Westland. A                                                                     seiche of 15 cm was observed at Port Kembla,                                                                     Australia.  (from reference #1053)",1.0,1117.3262699432516,Auckland,1606564,4.264
2402,2003,1.0,22.0,2.0,6.0,18.77,-104.104,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.5,24.0,0.5,Severe (~>$5 to $24 million),Very Many (~1001 or more houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2402,"A local tsunami was generated with wave heights (peak-to-trough) of about 1.2 meters at Manzanillo, 70 cm at Zihuatanejo and 25 cm at Lazaro Cardenas. A seiche was observed on Lake Pontchartrain and sediment was stirred up in wells in Louisiana. (reference #1053)
<P>The 22 January 2003 earthquake near Colima, Mexico triggered a tsunami that was recorded at Manzaniolllo-Colima 12 minutes after the origin time of the earthquake. The tsunami was also recorded in Lazaro Cardenas-Michoacan, 200 km SE from the epicenter, and in Zihautanejo-Guerrero, 278 SE from the epicenter. Eyewitnesses interviewed by telephone the day after the earthquake reported NO tsunami in Manzanillo (report from Oceanographic Institute of the Navy), NO tsunami along the coast of Jalisco (reports from Barra de Navidad and Melaque) and NO tsunami at the Port of Lazaro Cardenas, Michoacan (report from the Captain of t he Port). Note that it was night at the time of the earthquake, which made it difficult for eyewitnesses to observe sea level fluctuations that did not overpass the higher part of the beach (the winter berm) which is on the average 1-2 meters above the high tide level along the coasts of Jalisco, Colima, and Michoacan. A field survey was conducted on January 26-28 along the coast, from La Manzanilla-Jalisco to San Juan-Michoacan, to seek tsunami traces and to determine how the people living near the coast responded to the possible tsunami. Results of the survey confirmed that no tsunami flooding occurred along the entire surveyed coast. It was also confirmed that the height of the tsunami along the coast was approximately the height of the high tide, as recorded in Manzanillo, and that it was difficult for the untrained eye to observe sea level fluctuations within the tidal range.",1.0,225.33298153723536,Guadalajara,5179479,5.909
2401,2003,1.0,20.0,8.0,43.0,-10.491,160.77,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.3,33.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2401,Local tsunami observed on San Cristobal. (reference #1053),1.0,2047.1904537656346,Brisbane,2406182,4.264
2403,2003,5.0,21.0,18.0,44.0,36.964,3.634,N. ALGERIA,ALGERIA,Mediterranean Sea,Earthquake,Definite Tsunami,6.8,12.0,1.5,Extreme (~$25 million or more),Very Many (~1001 or more houses),Very Many (~1001 or more people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2403,"About 40 to 80 cm of uplift of the sea floor was measured along the coast of Algeria between Reghaia and Zemmouri elBahri. A tsunami with a maximum estimated wave height of 2 m caused damage to boats in the Balearic Islands, Spain, especially in Puerto de Mahon, where 10 boats sank. It was recorded on tide gauges at Palma de Mallorca, Spain; Nice, France; and Genoa, Italy. The tsunami was also observed on the coast of Alicante, Castellon and Murcia, Spain. (reference #1053)
<P>Observed tsunami waves of up to 3-m height with a mean period of 10-12 minutes were reported on the southeastern coast of Majorca and Menorca, and in Ibiza in the Spanish Balearic Islands located about 250 km north of the epicentral region. The waves caused significant damage to hundreds of vessels in harbors and ports. On the Algerian coast in the epicentral region, eyewitness accounts report a 100-m recession of the sea in coastal sections of Algiers and Boumerdes, and fishermen in the port of Zemmouri-El-Bahri, reported a drop in water depth to less than 1 m with several boats ending up resting on the sea bottom before the water returned. Underwater telephone cables were severed by the earthquake and/or tsunami cutting communications between Europe and Asia, the Middle East, and the Pacific. (reference #3025)
<P>The destructive Zemmouri earthquake of 2003 May 21 (Mw 6.8) occurred at 18:44 (GMT) along the coast, 50 km east of the city of Algiers, between the cities of Zemmouri and Boumerdès. This shock, the largest felt in this region since the 1716 event, had the epicenter  located very close to the coast (about 4 km) and the earthquake produced severe damage and more than 2,000 victims. Two main phenomena were associated to the earthquake: shoreline uplift along 50 km and a tsunami, triggered either by the earthquake itself or by a submarine landslide. According to Dr. Yelles, director of the CRAAG center in Algiers, the tsunami waves were generated by a river sediment slide. In fact, the area is well known for a large sediment deposited by a river, a deposit which is highly unstable. Instantaneously with the Zemmouri earthquake, a tsunami was generated along the northern Algerian coasts. No run-up values were reported along the Algerian coasts, indicating that the tsunami waves, if any, were not high enough to inundate beyond original shoreline. 
(reference #4139)
<P>A strong tsunami with sea disturbances observed along the Algerian coast, but with significant damage mainly in the Balearic Islands (Spain) harbours, affected the western Mediterranean following the 2003 Zemmouri earthquake (MW 6.9, Algeria). An average regional uplift of 0.55 m was measured along the shoreline in the epicentral area. Field observations, main shock and aftershocks characteristics are consistent with thrust along a &#8764;55-km-long rupture, trending NESW, dipping SE. The seismotectonic parameters indicate a hypocentre 78 km deep and a possible fault break between 5 and 15 km offshore. Several tide gauges located in the western Mediterranean Coast indicated an average of 0.4 m of sea-level change with a maximum of 2 m in the Balearic Islands. (reference #12057)",1.0,55.280026082925936,Algiers,2767661,5.909
3618,2003,5.0,27.0,17.0,11.0,36.939,3.5780000000000003,ALGIERS,ALGERIA,Mediterranean Sea,Earthquake,Definite Tsunami,5.7,8.0,,Moderate (~$1 to $5 million),Many (~101 to 1000 houses),Few (~1 to 50 people),https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3618,"A 15 cm tsunami was observed at Mahon and Palma
de Mallorca, Spain.  (reference #1053)",1.0,49.61975635278371,Algiers,2767661,5.909
3015,2003,12.0,27.0,4.0,55.0,-22.107,169.35,LOYALTY ISLANDS,NEW CALEDONIA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.1,10.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/3015,,1.0,1715.811377403881,Auckland,1606564,4.264
2437,2004,9.0,5.0,14.0,57.0,33.184,137.071,SOUTH COAST HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7.4,10.0,,Limited (<$1 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/2437,"A local tsunami was generated with maximum recorded wave
heights (peak-to-trough) of 93 cm on Kozu-shima and 86
cm at Kushimoto. Power outages occured at Wakayama and
a fire occurred at Sakai. 
(reference #1053)",1.0,216.18621124330232,Osaka,19165340,6.407
5517,2004,11.0,22.0,20.0,26.0,-46.676,164.72099999999998,PUYSEGUR TRENCH,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.1,10.0,,,,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/5517,"<P><blockquote><i>Reference #5324:</i></blockquote>
<P>2004, November 22, 20:26.",1.0,1371.6051620799199,Auckland,1606564,5.398
4562,2004,2.0,11.0,8.0,15.0,31.675,35.551,DEAD SEA,JORDAN,Mediterranean Sea,Earthquake,Definite Tsunami,5.3,27.0,,Moderate (~$1 to $5 million),,,https://www.ngdc.noaa.gov/hazel/view/hazards/tsunami/event-more-info/4562,"Locals at the Qalya coast reported a wave (a run-up?)of up to a meter high and a rough sea in the northern part of the Dead Sea soon after the earthquake. A photograph taken half an hour after the earthquake shows a wavy sea near the Qalya shore and also an unusual line in the sea that may have formed just after the earthquake. Residents at En Gedi, however, did not notice any unusual wave in the sea. In the afternoon of that day and the day after, we
noticed some water ponds, located a few meters inland
along the Qalya and the Darga coasts. In a few places along these coasts, we observed some pebbles lying on top of the washed soft rocks that form from the sea shore. Since the sea was nearly flat in the morning and the afternoon of that day, we may presume that the ponds and the pebbles were emplaced by the run-up wave of the tsunami. (reference #5317)",1.0,32.85329743293679,Belem,2334462,6.407
